vehicle_id,type,ai,shockwave_factor,n_steps,condition,share,seed
f_normal.40,normal,29.053351434831605,0.1972961877498924,117,baseline,0.0,2
f_normal.41,normal,40.61689786325707,0.04451976787783509,138,baseline,0.0,2
f_normal.42,normal,28.149567431540365,0.07158407976494618,125,baseline,0.0,2
f_normal.43,normal,42.360923649464056,0.0436696419519461,144,baseline,0.0,2
f_normal.44,normal,40.868167703048734,0.037981662932895885,147,baseline,0.0,2
f_normal.45,normal,33.2779956291199,0.06515600137960612,76,baseline,0.0,2
f_normal.46,normal,40.58279035629129,0.03799329135807891,150,baseline,0.0,2
f_normal.47,normal,40.990169116815295,0.039871136491002615,146,baseline,0.0,2
f_normal.48,normal,23.492395371783406,0.060091028328811934,57,baseline,0.0,2
f_normal.49,normal,42.39925788597859,0.03751145768739116,155,baseline,0.0,2
f_normal.5,normal,31.158451578241838,0.04336574180012903,25,baseline,0.0,2
f_normal.50,normal,41.180066774978194,0.03563994163786886,158,baseline,0.0,2
f_normal.51,normal,40.662085232322184,0.037376300507327584,145,baseline,0.0,2
f_normal.52,normal,40.904173885431234,0.03716134520697072,161,baseline,0.0,2
f_normal.53,normal,35.07482830112914,0.052893212021063556,168,baseline,0.0,2
f_normal.54,normal,36.08453922334946,0.03528520315126732,144,baseline,0.0,2
f_normal.55,normal,39.00129083668505,0.04104020751809582,173,baseline,0.0,2
f_normal.56,normal,31.69735474788341,0.11041206558869929,206,baseline,0.0,2
f_normal.57,normal,38.27233677891842,0.04092860829331983,174,baseline,0.0,2
f_normal.58,normal,35.744449092195936,0.0450767141301624,188,baseline,0.0,2
f_normal.59,normal,29.96036983569755,0.1185519599121993,181,baseline,0.0,2
f_normal.6,normal,32.36044276772422,0.038154447190335464,31,baseline,0.0,2
f_normal.60,normal,39.265074703501575,0.040026582203365836,196,baseline,0.0,2
f_normal.61,normal,32.85196674478144,0.0656611635633189,184,baseline,0.0,2
f_normal.62,normal,34.42762211946848,0.0729782437137751,189,baseline,0.0,2
f_normal.63,normal,37.6441202905553,0.0395424675080772,199,baseline,0.0,2
f_normal.64,normal,39.144301045702264,0.03876888279632984,209,baseline,0.0,2
f_normal.65,normal,38.53198755719189,0.041763837916910136,214,baseline,0.0,2
f_normal.66,normal,40.86966281040713,0.031374278446821224,242,baseline,0.0,2
f_normal.67,normal,39.44230708050205,0.03503974545683691,223,baseline,0.0,2
f_normal.68,normal,31.490238724221207,0.0833985626716178,137,baseline,0.0,2
f_normal.69,normal,38.716249771737516,0.033938343849810974,226,baseline,0.0,2
f_normal.7,normal,31.103374996424186,0.03675308349045618,37,baseline,0.0,2
f_normal.70,normal,25.059647672397734,0.1317249423964456,212,baseline,0.0,2
f_normal.71,normal,40.879393627073284,0.03394305314285011,201,baseline,0.0,2
f_normal.72,normal,38.7537227812502,0.03284788316517647,199,baseline,0.0,2
f_normal.73,normal,37.2266263667461,0.04055454845773493,234,baseline,0.0,2
f_normal.74,normal,39.96337471165056,0.0314920193817936,244,baseline,0.0,2
f_normal.75,normal,33.826105212482105,0.04617121696822589,200,baseline,0.0,2
f_normal.76,normal,28.14782996292908,0.05412087252593633,51,baseline,0.0,2
f_normal.77,normal,38.09912949757091,0.03126182659967045,246,baseline,0.0,2
f_normal.78,normal,38.6441532092252,0.031375270177405316,249,baseline,0.0,2
f_normal.79,normal,39.068942210324686,0.032934131444579025,257,baseline,0.0,2
f_normal.8,normal,31.83610246081677,0.04078669446953688,34,baseline,0.0,2
f_normal.80,normal,38.748107934879414,0.030316571612000607,255,baseline,0.0,2
f_normal.81,normal,24.946971272564944,0.19222173477909568,238,baseline,0.0,2
f_normal.82,normal,38.611351050965794,0.028116447562696326,251,baseline,0.0,2
f_normal.83,normal,35.056470828720734,0.045718884647227856,105,baseline,0.0,2
f_normal.84,normal,38.76815828232087,0.051179574677758057,188,baseline,0.0,2
f_normal.85,normal,39.47838809946981,0.028442944803976737,260,baseline,0.0,2
f_normal.86,normal,38.211963673212615,0.029799997507437125,263,baseline,0.0,2
f_normal.87,normal,40.1578251005375,0.03980953655698321,260,baseline,0.0,2
f_normal.88,normal,37.897825683183854,0.0354155818544719,273,baseline,0.0,2
f_normal.89,normal,38.697476606610415,0.03925257761012377,293,baseline,0.0,2
f_normal.9,normal,32.1847176652484,0.04539412304479126,40,baseline,0.0,2
f_normal.90,normal,32.63594874343376,0.07811250426975902,288,baseline,0.0,2
f_normal.91,normal,33.0628215473215,0.09285097125114038,293,baseline,0.0,2
f_normal.92,normal,37.48606420210034,0.03405177802811526,293,baseline,0.0,2
f_normal.93,normal,28.02292503147551,0.1159574778050847,255,baseline,0.0,2
f_normal.94,normal,37.81814120411097,0.03554691715814377,291,baseline,0.0,2
f_normal.95,normal,38.536877978058016,0.035699218979989934,297,baseline,0.0,2
f_normal.96,normal,32.29673684458583,0.0583444411199477,255,baseline,0.0,2
f_normal.97,normal,35.05274259653951,0.060481121459112205,52,baseline,0.0,2
f_normal.98,normal,23.959487391300968,0.11576728448202131,264,baseline,0.0,2
f_normal.99,normal,39.228911601985466,0.03453244667424597,296,baseline,0.0,2
f_aggressive.10,aggressive,59.69115909909577,0.033277229345316614,247,aggressive,0.1,1
f_aggressive.11,aggressive,61.66728438320084,0.03025903727613995,265,aggressive,0.1,1
f_aggressive.12,aggressive,56.89523132088577,0.037446758069270704,253,aggressive,0.1,1
f_aggressive.13,aggressive,59.42748282281122,0.0397829947234651,283,aggressive,0.1,1
f_aggressive.14,aggressive,60.2815581338027,0.03562349544450189,295,aggressive,0.1,1
f_aggressive.15,aggressive,61.492379203164106,0.04553159445273451,271,aggressive,0.1,1
f_aggressive.16,aggressive,60.19059672002551,0.034744703698675675,287,aggressive,0.1,1
f_aggressive.17,aggressive,62.22330007926823,0.04168884413460298,248,aggressive,0.1,1
f_aggressive.18,aggressive,63.274979022033165,0.03439144871866212,324,aggressive,0.1,1
f_aggressive.19,aggressive,61.444829769671074,0.05082467207009709,184,aggressive,0.1,1
f_aggressive.20,aggressive,64.98651243871511,0.03801932400591079,282,aggressive,0.1,1
f_aggressive.21,aggressive,65.47541696381346,0.03135212679758004,358,aggressive,0.1,1
f_aggressive.22,aggressive,67.58281853421938,0.021620915838265142,341,aggressive,0.1,1
f_aggressive.23,aggressive,66.83233067771273,0.021706022811320266,335,aggressive,0.1,1
f_aggressive.24,aggressive,65.43462531801083,0.021588199511524665,289,aggressive,0.1,1
f_aggressive.25,aggressive,66.55974820735044,0.022132306745164337,289,aggressive,0.1,1
f_aggressive.26,aggressive,65.1686734823273,0.025076209144940863,257,aggressive,0.1,1
f_aggressive.27,aggressive,65.03688827010065,0.035382725793971954,196,aggressive,0.1,1
f_aggressive.28,aggressive,66.11399718831795,0.02356638270024322,204,aggressive,0.1,1
f_aggressive.29,aggressive,63.4909551712072,0.023374078979336507,190,aggressive,0.1,1
f_aggressive.30,aggressive,62.54202151351073,0.019992775600311954,155,aggressive,0.1,1
f_aggressive.31,aggressive,62.02810182590685,0.02240870370376231,138,aggressive,0.1,1
f_aggressive.32,aggressive,61.324510647427445,0.036899677359273464,131,aggressive,0.1,1
f_aggressive.33,aggressive,58.10273126513055,0.02497727603592845,95,aggressive,0.1,1
f_aggressive.34,aggressive,55.95930622099468,0.017674766709532264,60,aggressive,0.1,1
f_aggressive.4,aggressive,57.79806483145185,0.03863794084674631,109,aggressive,0.1,1
f_aggressive.5,aggressive,56.53143522294935,0.037694429101988204,134,aggressive,0.1,1
f_aggressive.6,aggressive,57.151633147576106,0.039958966288160994,162,aggressive,0.1,1
f_aggressive.7,aggressive,57.52177272107642,0.04267871999993574,189,aggressive,0.1,1
f_aggressive.8,aggressive,58.33415196101236,0.034649262774401654,237,aggressive,0.1,1
f_aggressive.9,aggressive,59.551967380819,0.03941043997660126,234,aggressive,0.1,1
f_normal.100,normal,35.637944361425276,0.05152960221730989,287,aggressive,0.1,1
f_normal.101,normal,34.57486013123684,0.057779727793840566,255,aggressive,0.1,1
f_normal.102,normal,37.81954839741013,0.041230365221611776,288,aggressive,0.1,1
f_normal.103,normal,27.173883372796553,0.055803076250400846,250,aggressive,0.1,1
f_normal.104,normal,29.143237283557415,0.03292439673987953,285,aggressive,0.1,1
f_normal.105,normal,37.653737503209506,0.032129233204982316,276,aggressive,0.1,1
f_normal.106,normal,34.248765015602025,0.06336510848762424,257,aggressive,0.1,1
f_normal.107,normal,39.10995914190014,0.030340897823412333,284,aggressive,0.1,1
f_normal.108,normal,33.79456535533433,0.033783242911787796,283,aggressive,0.1,1
f_normal.109,normal,38.58196901153617,0.027849879239200476,283,aggressive,0.1,1
f_normal.11,normal,19.882191550938305,0.1059183638981733,31,aggressive,0.1,1
f_normal.110,normal,24.933946266801886,0.07102556710590756,233,aggressive,0.1,1
f_normal.111,normal,37.49321314114892,0.0296573549692709,281,aggressive,0.1,1
f_normal.112,normal,38.26981390121894,0.03061560042035203,280,aggressive,0.1,1
f_normal.113,normal,25.51932163692748,0.07795231334886185,59,aggressive,0.1,1
f_normal.114,normal,32.49945689007255,0.10700288166715713,283,aggressive,0.1,1
f_normal.115,normal,31.845133411388087,0.05231531289587163,155,aggressive,0.1,1
f_normal.116,normal,38.86758104083918,0.043578109040848044,182,aggressive,0.1,1
f_normal.117,normal,30.19072780458688,0.10359682770695514,286,aggressive,0.1,1
f_normal.118,normal,34.621135568716234,0.03935981721404574,299,aggressive,0.1,1
f_normal.119,normal,22.435379882299742,0.07912697949308957,268,aggressive,0.1,1
f_normal.120,normal,38.3496358228376,0.03746792378904621,309,aggressive,0.1,1
f_normal.121,normal,35.43599564768567,0.04541762234509573,298,aggressive,0.1,1
f_normal.122,normal,38.531864198925675,0.032634912620141086,305,aggressive,0.1,1
f_normal.123,normal,39.06118004452964,0.034000955607109626,309,aggressive,0.1,1
f_normal.124,normal,24.431697570475052,0.14407321705451753,240,aggressive,0.1,1
f_normal.125,normal,38.477625471170136,0.04299623549619618,310,aggressive,0.1,1
f_normal.126,normal,32.17984223887289,0.056268100271769025,261,aggressive,0.1,1
f_normal.127,normal,39.6593793287867,0.029964204960689255,305,aggressive,0.1,1
f_normal.128,normal,31.743691869971656,0.03129018244811935,299,aggressive,0.1,1
f_normal.129,normal,32.75295001162096,0.04597748206423037,266,aggressive,0.1,1
f_normal.130,normal,33.915352860929204,0.06518723901486169,199,aggressive,0.1,1
f_normal.131,normal,41.007902212990224,0.03213212734287076,306,aggressive,0.1,1
f_normal.132,normal,23.790024196760548,0.08748231608680315,264,aggressive,0.1,1
f_normal.133,normal,39.40914400044368,0.031933813768924985,315,aggressive,0.1,1
f_normal.134,normal,34.41474986047467,0.07939192614150997,164,aggressive,0.1,1
f_normal.135,normal,39.48684758120139,0.03371116768469578,312,aggressive,0.1,1
f_normal.136,normal,40.06771939888729,0.042406370638445184,312,aggressive,0.1,1
f_normal.137,normal,33.141667129958016,0.039229884502363754,331,aggressive,0.1,1
f_normal.138,normal,40.53254132339703,0.03394290242596727,315,aggressive,0.1,1
f_normal.139,normal,24.558631473421812,0.11499701256409153,264,aggressive,0.1,1
f_normal.14,normal,30.811195674041915,0.031795643692561,36,aggressive,0.1,1
f_normal.140,normal,34.03652383143717,0.06455593420848753,174,aggressive,0.1,1
f_normal.141,normal,40.24973931715386,0.0397077780792547,329,aggressive,0.1,1
f_normal.142,normal,41.23683475844147,0.041085966213700385,329,aggressive,0.1,1
f_normal.143,normal,22.674909751364652,0.08050534605594727,267,aggressive,0.1,1
f_normal.144,normal,41.7599916171953,0.03912848199855365,331,aggressive,0.1,1
f_normal.145,normal,27.227963420255225,0.05084351938333561,258,aggressive,0.1,1
f_normal.146,normal,34.14632985155163,0.03709512863121144,332,aggressive,0.1,1
f_normal.147,normal,42.35846842726919,0.03362350968803575,334,aggressive,0.1,1
f_normal.148,normal,33.69330315932555,0.07687843966312026,51,aggressive,0.1,1
f_normal.149,normal,30.232009882236397,0.07303621512876642,233,aggressive,0.1,1
f_normal.150,normal,42.75038103925674,0.03716138151926604,335,aggressive,0.1,1
f_normal.151,normal,18.72044417897547,0.24627894989934274,252,aggressive,0.1,1
f_normal.152,normal,44.02890910926719,0.03981737544160568,339,aggressive,0.1,1
f_normal.153,normal,37.95354303278929,0.038791909286692544,346,aggressive,0.1,1
f_normal.154,normal,44.215674816324714,0.03223790074257045,347,aggressive,0.1,1
f_normal.155,normal,44.17694019772557,0.031069504529793023,338,aggressive,0.1,1
f_normal.156,normal,42.41091668465795,0.03435509751271907,353,aggressive,0.1,1
f_normal.157,normal,43.947757818750446,0.03504775300206885,352,aggressive,0.1,1
f_normal.158,normal,40.031293496674564,0.04534134200242105,348,aggressive,0.1,1
f_normal.159,normal,30.57121842620318,0.06801387298946604,271,aggressive,0.1,1
f_normal.16,normal,31.748316449691583,0.04145578938641259,40,aggressive,0.1,1
f_normal.160,normal,43.58483143029835,0.03570729507768724,357,aggressive,0.1,1
f_normal.161,normal,35.98764272505827,0.05920638181917464,273,aggressive,0.1,1
f_normal.162,normal,44.58825140802629,0.04123802491264116,360,aggressive,0.1,1
f_normal.163,normal,34.097515825340196,0.0546108108676801,275,aggressive,0.1,1
f_normal.164,normal,34.28098097977435,0.07222991533370143,202,aggressive,0.1,1
f_normal.165,normal,37.66885708571791,0.035186579060153426,356,aggressive,0.1,1
f_normal.166,normal,43.922823041199294,0.036156892631773574,357,aggressive,0.1,1
f_normal.167,normal,25.84247452100585,0.06611800263556644,276,aggressive,0.1,1
f_normal.168,normal,43.11002717918111,0.04340879855347373,361,aggressive,0.1,1
f_normal.169,normal,38.07213634950822,0.06873151273188853,206,aggressive,0.1,1
f_normal.170,normal,46.892169416103215,0.03840138905737415,366,aggressive,0.1,1
f_normal.171,normal,47.218834824811616,0.03518512849459518,372,aggressive,0.1,1
f_normal.172,normal,46.9196294933792,0.0328078699898527,375,aggressive,0.1,1
f_normal.173,normal,47.48533758362228,0.0374325257421359,376,aggressive,0.1,1
f_normal.174,normal,47.45250021966749,0.03736850999810569,351,aggressive,0.1,1
f_normal.175,normal,26.534911051848763,0.23548288622976943,186,aggressive,0.1,1
f_normal.176,normal,23.462650901726295,0.08390214901711057,201,aggressive,0.1,1
f_normal.177,normal,48.24181352037918,0.02998858004817444,385,aggressive,0.1,1
f_normal.178,normal,47.2791329729455,0.034574545224367446,389,aggressive,0.1,1
f_normal.179,normal,48.80501742548524,0.03406231042205952,390,aggressive,0.1,1
f_normal.18,normal,31.736856913797144,0.040747736611080394,45,aggressive,0.1,1
f_normal.180,normal,48.37765824497703,0.03805897367799909,390,aggressive,0.1,1
f_normal.181,normal,24.785376567313136,0.0973148265401255,213,aggressive,0.1,1
f_normal.182,normal,34.01203333716004,0.13260018309001587,50,aggressive,0.1,1
f_normal.183,normal,43.22312057681278,0.04496050153413732,395,aggressive,0.1,1
f_normal.184,normal,48.81236095151138,0.028533226663007782,395,aggressive,0.1,1
f_normal.185,normal,20.0040304792732,0.23130737105971444,253,aggressive,0.1,1
f_normal.186,normal,48.689130583530286,0.03766342796970879,392,aggressive,0.1,1
f_normal.187,normal,44.55523419127536,0.034412368068430406,397,aggressive,0.1,1
f_normal.188,normal,49.3908210049117,0.038292043089385455,414,aggressive,0.1,1
f_normal.189,normal,50.015791990297664,0.0341655264754639,396,aggressive,0.1,1
f_normal.190,normal,33.52859745177608,0.04992749297872181,135,aggressive,0.1,1
f_normal.191,normal,49.80041558046788,0.03888743744063956,343,aggressive,0.1,1
f_normal.192,normal,48.60881927604049,0.03449147690374041,406,aggressive,0.1,1
f_normal.193,normal,50.12949520041339,0.03678456918501093,318,aggressive,0.1,1
f_normal.194,normal,46.54226586070586,0.021231592024228904,357,aggressive,0.1,1
f_normal.195,normal,48.84591012328326,0.03871318010639867,392,aggressive,0.1,1
f_normal.196,normal,23.836943123808176,0.1920916499199454,258,aggressive,0.1,1
f_normal.197,normal,51.1868358319202,0.03097040234254795,389,aggressive,0.1,1
f_normal.198,normal,51.928461130460526,0.030850100815396193,386,aggressive,0.1,1
f_normal.199,normal,33.74985290177529,0.09016061553264806,258,aggressive,0.1,1
f_normal.20,normal,32.52017474499351,0.043453752927299354,51,aggressive,0.1,1
f_normal.200,normal,27.272414017871483,0.07144449184522386,188,aggressive,0.1,1
f_normal.201,normal,47.261120230240174,0.024578806483133975,302,aggressive,0.1,1
f_normal.202,normal,48.67505916510075,0.04140689368378757,374,aggressive,0.1,1
f_normal.203,normal,22.387576937982747,0.08999152447819093,272,aggressive,0.1,1
f_normal.204,normal,50.0242043929478,0.024244078405434036,369,aggressive,0.1,1
f_normal.205,normal,29.14814915071511,0.0700936841886555,265,aggressive,0.1,1
f_normal.206,normal,51.16033571800556,0.029322498641120805,365,aggressive,0.1,1
f_normal.207,normal,29.71143060555775,0.07012343117455973,276,aggressive,0.1,1
f_normal.208,normal,25.153709553196176,0.10617366440471918,98,aggressive,0.1,1
f_normal.209,normal,50.35919690057049,0.020561882543345615,354,aggressive,0.1,1
f_normal.21,normal,29.801293464891376,0.03239434332999084,34,aggressive,0.1,1
f_normal.210,normal,20.352725666851754,0.2196053899708084,263,aggressive,0.1,1
f_normal.211,normal,50.076665790715616,0.024155683906344157,351,aggressive,0.1,1
f_normal.212,normal,50.195060243476874,0.030199001365275546,341,aggressive,0.1,1
f_normal.213,normal,50.298214625567894,0.025499271122573563,346,aggressive,0.1,1
f_normal.214,normal,30.204812250985505,0.06905537625032368,254,aggressive,0.1,1
f_normal.215,normal,46.34452763090864,0.0330971605454794,236,aggressive,0.1,1
f_normal.216,normal,33.472332859142256,0.08462501275994495,92,aggressive,0.1,1
f_normal.217,normal,46.39519155623101,0.033745035044971096,321,aggressive,0.1,1
f_normal.218,normal,45.35565411193973,0.024190014479592247,274,aggressive,0.1,1
f_normal.219,normal,46.83058116629474,0.03633103281115656,329,aggressive,0.1,1
f_normal.22,normal,32.6844255542876,0.04388814488351284,54,aggressive,0.1,1
f_normal.220,normal,48.66274342861322,0.025107683570471755,323,aggressive,0.1,1
f_normal.221,normal,47.97188144254861,0.026810859838023688,313,aggressive,0.1,1
f_normal.222,normal,49.67323576770163,0.03401028363551286,315,aggressive,0.1,1
f_normal.223,normal,22.030716876113832,0.21815881805192908,275,aggressive,0.1,1
f_normal.224,normal,34.402933111405446,0.05753595978914699,275,aggressive,0.1,1
f_normal.225,normal,37.954042385158274,0.04755734034711569,273,aggressive,0.1,1
f_normal.226,normal,44.37660824849342,0.01991873777864825,304,aggressive,0.1,1
f_normal.227,normal,36.22434929692869,0.10680255838929556,51,aggressive,0.1,1
f_normal.228,normal,44.96290181724722,0.0757844769586736,274,aggressive,0.1,1
f_normal.229,normal,49.24016724271603,0.022737988601305183,265,aggressive,0.1,1
f_normal.23,normal,31.448515697148547,0.03250070979030189,37,aggressive,0.1,1
f_normal.230,normal,48.892944175730484,0.01784036495169149,190,aggressive,0.1,1
f_normal.231,normal,48.50199517483557,0.027442155432258683,285,aggressive,0.1,1
f_normal.232,normal,44.19091763700641,0.05517382012239644,288,aggressive,0.1,1
f_normal.233,normal,45.92872518732672,0.02970535565807274,271,aggressive,0.1,1
f_normal.234,normal,47.22161680045103,0.034744974215138065,284,aggressive,0.1,1
f_normal.235,normal,24.614290742086297,0.1902325418589495,265,aggressive,0.1,1
f_normal.236,normal,25.366008778521294,0.06076442498470233,266,aggressive,0.1,1
f_normal.237,normal,42.42930792353486,0.030048614110397463,274,aggressive,0.1,1
f_normal.238,normal,46.252666049965384,0.02581996136385292,267,aggressive,0.1,1
f_normal.239,normal,47.73656687119929,0.019357045561179738,266,aggressive,0.1,1
f_normal.24,normal,31.927154521448543,0.040517834346726504,43,aggressive,0.1,1
f_normal.240,normal,26.727347648474552,0.05970782318810153,266,aggressive,0.1,1
f_normal.241,normal,36.60575227900668,0.05443234824507113,265,aggressive,0.1,1
f_normal.242,normal,45.27853959043273,0.01948444676415523,261,aggressive,0.1,1
f_normal.243,normal,35.640068588155756,0.09229978193251084,160,aggressive,0.1,1
f_normal.244,normal,46.140077975325646,0.022269163353043867,256,aggressive,0.1,1
f_normal.245,normal,46.5802891679694,0.021102560057486685,254,aggressive,0.1,1
f_normal.246,normal,46.62643737495884,0.018511101404244713,251,aggressive,0.1,1
f_normal.247,normal,23.893252542539496,0.08866477795102798,165,aggressive,0.1,1
f_normal.248,normal,43.752152660450605,0.024229814896756355,244,aggressive,0.1,1
f_normal.249,normal,45.549078526979756,0.027799044761548798,221,aggressive,0.1,1
f_normal.25,normal,32.89046193230335,0.049832207750046514,57,aggressive,0.1,1
f_normal.250,normal,23.179267590070562,0.13625261435276556,65,aggressive,0.1,1
f_normal.251,normal,46.11077517445522,0.03509812178845491,234,aggressive,0.1,1
f_normal.252,normal,39.89290192872905,0.024592897225329854,228,aggressive,0.1,1
f_normal.253,normal,20.465113835014428,0.2548884562266402,108,aggressive,0.1,1
f_normal.254,normal,44.00363542080683,0.027395046984758156,217,aggressive,0.1,1
f_normal.255,normal,44.152194998325406,0.023136144099769114,221,aggressive,0.1,1
f_normal.256,normal,42.18618563495041,0.031918226966816315,223,aggressive,0.1,1
f_normal.257,normal,20.74478540206533,0.13505385794126434,183,aggressive,0.1,1
f_normal.258,normal,43.287898463777886,0.024464825769524634,214,aggressive,0.1,1
f_normal.259,normal,43.523293457462486,0.0268449178543646,208,aggressive,0.1,1
f_normal.26,normal,32.31141016250452,0.043850049508078255,49,aggressive,0.1,1
f_normal.260,normal,21.673040183807917,0.06413942607881067,134,aggressive,0.1,1
f_normal.261,normal,44.4018380416023,0.03366726271057491,207,aggressive,0.1,1
f_normal.262,normal,19.658219067081806,0.05624274271263831,144,aggressive,0.1,1
f_normal.263,normal,37.36425155402657,0.01633517201290045,199,aggressive,0.1,1
f_normal.264,normal,20.784894424039773,0.08904756851514328,119,aggressive,0.1,1
f_normal.265,normal,42.09383759830952,0.03143694693696674,151,aggressive,0.1,1
f_normal.266,normal,40.20007224957249,0.0240480924233836,192,aggressive,0.1,1
f_normal.267,normal,38.02963017271168,0.023468534520781785,190,aggressive,0.1,1
f_normal.268,normal,41.24145034285287,0.03495669888974797,184,aggressive,0.1,1
f_normal.269,normal,40.786443958228325,0.02356561918161892,185,aggressive,0.1,1
f_normal.27,normal,28.707105849762765,0.06875343145881259,63,aggressive,0.1,1
f_normal.271,normal,25.494693375428945,0.06355049740978601,88,aggressive,0.1,1
f_normal.272,normal,20.00279360034013,0.2492914137861678,166,aggressive,0.1,1
f_normal.273,normal,34.359410706781176,0.017476333921012995,167,aggressive,0.1,1
f_normal.274,normal,40.50969344191599,0.016733883415273477,167,aggressive,0.1,1
f_normal.275,normal,19.691652962218,0.10635465189844066,115,aggressive,0.1,1
f_normal.276,normal,42.01354732282346,0.019823503703528013,155,aggressive,0.1,1
f_normal.277,normal,39.43568457061236,0.019984945878369683,163,aggressive,0.1,1
f_normal.278,normal,40.105963721406454,0.03546690955519728,159,aggressive,0.1,1
f_normal.279,normal,40.594603929568706,0.015042562605106138,118,aggressive,0.1,1
f_normal.28,normal,19.24004808871076,0.16142666380166992,84,aggressive,0.1,1
f_normal.280,normal,33.92726954557658,0.02704954096693646,152,aggressive,0.1,1
f_normal.281,normal,36.93778655208355,0.03218124666751091,144,aggressive,0.1,1
f_normal.282,normal,21.54698691266941,0.08665671945162565,145,aggressive,0.1,1
f_normal.283,normal,33.35192027454886,0.02106666018461819,145,aggressive,0.1,1
f_normal.285,normal,34.21087225151532,0.018076497801392956,140,aggressive,0.1,1
f_normal.286,normal,35.811363974582385,0.02841133198997624,134,aggressive,0.1,1
f_normal.287,normal,36.24519842490223,0.04234255795516267,133,aggressive,0.1,1
f_normal.288,normal,23.420471448887188,0.2333423986703594,96,aggressive,0.1,1
f_normal.289,normal,27.438060097727952,0.029154583813066137,125,aggressive,0.1,1
f_normal.29,normal,30.870349368562778,0.050589789124077716,89,aggressive,0.1,1
f_normal.290,normal,34.712659633246446,0.01987813872992323,123,aggressive,0.1,1
f_normal.291,normal,33.434890519567325,0.020394767199353868,110,aggressive,0.1,1
f_normal.292,normal,34.83403482483539,0.01977367203897444,115,aggressive,0.1,1
f_normal.293,normal,24.98067188835989,0.048131056852229286,115,aggressive,0.1,1
f_normal.294,normal,32.47745412127544,0.024121088177257246,111,aggressive,0.1,1
f_normal.295,normal,34.10327732076474,0.03400944307011033,113,aggressive,0.1,1
f_normal.296,normal,29.532467425454787,0.03734009961650973,70,aggressive,0.1,1
f_normal.297,normal,29.790632043134973,0.03766078518002407,107,aggressive,0.1,1
f_normal.298,normal,28.700633873031208,0.04380853453657015,101,aggressive,0.1,1
f_normal.299,normal,26.422131793480226,0.019960113398941163,99,aggressive,0.1,1
f_normal.30,normal,30.60267973720137,0.033291189780768914,87,aggressive,0.1,1
f_normal.300,normal,24.175303506211172,0.022925560989433158,93,aggressive,0.1,1
f_normal.301,normal,32.31235146236965,0.02716761834710446,95,aggressive,0.1,1
f_normal.302,normal,31.880183872322103,0.020327969785232252,65,aggressive,0.1,1
f_normal.303,normal,29.57112260815152,0.020810815215122794,38,aggressive,0.1,1
f_normal.304,normal,30.417231874026406,0.014494704132077693,66,aggressive,0.1,1
f_normal.305,normal,28.190061106348153,0.04991681711965297,83,aggressive,0.1,1
f_normal.306,normal,30.3180341561328,0.041394785099567045,57,aggressive,0.1,1
f_normal.307,normal,32.61178259435408,0.057236428814954075,58,aggressive,0.1,1
f_normal.308,normal,29.91206272927996,0.04964518815749948,30,aggressive,0.1,1
f_normal.309,normal,26.57254443733892,0.061064152198043765,66,aggressive,0.1,1
f_normal.31,normal,35.12697593528901,0.04472044046115525,92,aggressive,0.1,1
f_normal.310,normal,27.72757425118652,0.07537440295013019,58,aggressive,0.1,1
f_normal.311,normal,32.00420734163577,0.020930527469544463,62,aggressive,0.1,1
f_normal.312,normal,34.39557798308298,0.05258049104738344,62,aggressive,0.1,1
f_normal.313,normal,35.86960463406741,0.038383119373632424,26,aggressive,0.1,1
f_normal.314,normal,33.728038133666274,0.025587877569941592,60,aggressive,0.1,1
f_normal.315,normal,25.549406770904064,0.08586624136899218,55,aggressive,0.1,1
f_normal.316,normal,25.61381658349664,0.08878901427531759,50,aggressive,0.1,1
f_normal.318,normal,30.82347086391549,0.023481169475113625,48,aggressive,0.1,1
f_normal.319,normal,27.674743461326866,0.047805949971096676,42,aggressive,0.1,1
f_normal.32,normal,29.62474172005967,0.08139368315818471,98,aggressive,0.1,1
f_normal.320,normal,36.71987431393988,0.03330425232525594,41,aggressive,0.1,1
f_normal.321,normal,30.48351561323586,0.034180305283317836,37,aggressive,0.1,1
f_normal.322,normal,32.214142024936294,0.023037513305874866,33,aggressive,0.1,1
f_normal.324,normal,29.32058380584278,0.05750543042216464,29,aggressive,0.1,1
f_normal.33,normal,31.669429111038436,0.058030775449356656,94,aggressive,0.1,1
f_normal.34,normal,33.92602705943113,0.06487071283179587,101,aggressive,0.1,1
f_normal.35,normal,30.979126465492175,0.044246367695645196,84,aggressive,0.1,1
f_normal.36,normal,35.894008280243035,0.056287364715680674,107,aggressive,0.1,1
f_normal.37,normal,31.483502808656187,0.10005053315419073,119,aggressive,0.1,1
f_normal.38,normal,33.52379659886259,0.050131844380420114,111,aggressive,0.1,1
f_normal.39,normal,20.15001906370937,0.05109644917563524,116,aggressive,0.1,1
f_normal.40,normal,20.414112384161452,0.136887194898753,169,aggressive,0.1,1
f_normal.41,normal,27.69219736491105,0.09154246329405757,131,aggressive,0.1,1
f_normal.42,normal,35.50792550779089,0.04475471861812299,122,aggressive,0.1,1
f_normal.43,normal,24.16642759013721,0.04952083265649607,80,aggressive,0.1,1
f_normal.44,normal,33.699890613649636,0.05017134836249963,123,aggressive,0.1,1
f_normal.45,normal,33.761311615230554,0.051353112461736024,135,aggressive,0.1,1
