environment,metric_1,metric_2,metric_3,metric_4,ground_truth
weather,0.29729079030733363,0.09206698608247543,0.23961783486015265,0.6236487782902661,0.9
highway,0.5533790161267074,0.3208159544136773,0.7037923109905077,0.07465196289255178,0.8
urban,0.6760262880525475,0.7066298698787096,0.30500370853974285,0.09387221826409446,1.0
weather,0.24952436683824863,0.0020185177482339167,0.06963267012457171,0.11706604142416865,0.0
highway,0.15482861259771985,0.4723681293915398,0.7365352283347926,0.1765987649659546,0.8
urban,0.7723010151653429,0.6252047695304422,0.18677740052384095,0.015146683323722376,0.0
weather,0.015394891691308477,0.5829260568042631,0.1012406156718435,0.45025424614289034,0.0
highway,0.2204836934733041,0.36286295518205164,0.6172490208487257,0.14788164596626238,0.2
urban,0.9770069544389435,0.10189310087293679,0.004159971113596006,0.1300748377897843,0.7
weather,0.8900570254652526,0.08430131461135038,0.32287572751647525,0.8613196258150908,1.0
highway,0.4344033190066098,0.3617239089250005,0.009054161580370979,0.11789079789693944,0.0
urban,0.5468759658760446,0.6706755253823256,0.350433817930716,0.0612073997215736,0.7
weather,0.1992703364668008,0.8774700466544819,0.29548926029062655,0.013745554011345251,0.9
highway,0.35597103248839435,0.007906598116481034,0.07714516853958187,0.18223365703601582,0.8
urban,0.45894051659682034,0.7327334747861651,0.3033658623587182,0.20186150057942392,0.3
weather,0.37220039182521925,0.33303487180539837,0.35398572327223515,0.3832842396422014,1.0
highway,0.9327105081327614,0.27212698305684885,0.2002820178676259,0.12335672157050824,0.0
urban,0.2533571700596614,0.9876595923412518,0.14574787046186144,0.2312227592716655,0.0
weather,0.9207666084633573,0.584448909757426,0.2153327773022854,0.2688535143821935,1.0
highway,0.915257184917823,0.42991191769563797,0.03500791480680565,0.15747466900102114,0.2
urban,0.6302472194561579,0.24838360874320753,0.35273041514174314,0.1282804001110012,1.0
weather,0.5350255045989328,0.14438763213366723,0.3135949434757422,0.41938961166697164,0.9
highway,0.2923831104121931,0.2219597272531889,0.021913328775008956,0.06020921556686261,1.0
urban,0.40763285797965576,0.46952554204386265,0.014155637201333893,0.06300880485488448,0.0
weather,0.7644407280755043,0.40967105337599263,0.2620694858097352,0.26023659798522936,0.1
highway,0.11188061654912385,0.2582121941093055,0.786522382390847,0.18850626150402336,0.2
urban,0.881690611843508,0.8141256855911618,0.34256715493724205,0.0331295590233308,0.0
weather,0.007964404745451126,0.9245610553768049,0.17732260380687015,0.5533801878657476,0.0
highway,0.3568859751711102,0.176894579368218,0.8285555979060814,0.15785856966393713,0.8
urban,0.2160601162447664,0.8093243982852624,0.39317886653074074,0.1896649793261847,0.0
weather,0.5056341534219588,0.9411208125336735,0.35052777325692464,0.1025679625835898,0.0
highway,0.07764077598878127,0.4144356381264793,0.34889007504182357,0.10431987920227165,0.0
urban,0.6769407829968374,0.8379083748518036,0.4293821396747361,0.22450675609972193,0.0
weather,0.013251033503910548,0.2959428888586566,0.18367569349302473,0.4110936088804398,1.0
highway,0.6939495905101568,0.11479908037698433,0.11755130015021997,0.033056898028591485,1.0
urban,0.8629723989869625,0.5318890790075141,0.3947160970975956,0.08903600460595518,0.3
weather,0.08355433751068975,0.01912896643728701,0.06629927078608829,0.8908555349831467,0.1
highway,0.12149539108776541,0.31731962824369025,0.5821438075777985,0.023683007835186377,0.2
urban,0.6077526830956526,0.24535231416621106,0.028866079612558604,0.11730986073821958,0.7
weather,0.3356738330390596,0.749390452801159,0.2287648815402403,0.9862466719514015,0.0
highway,0.4157751035233219,0.21447216671507213,0.5409050038380808,0.13928596140722146,0.8
urban,0.753594630745753,0.20366713777268486,0.1637760825900662,0.16400557652978662,0.0
weather,0.6314189212183764,0.5325040664159818,0.046157856871566955,0.6056378893234114,1.0
highway,0.9331272344083084,0.21954778262541425,0.9804355702703718,0.10245695144869703,0.0
urban,0.391859373188026,0.8956747776187787,0.10215819169948515,0.15234151918763372,0.0
weather,0.7764893026510181,0.6113366022166469,0.3429235609443364,0.6732464393545315,0.9
highway,0.5606782949389499,0.31421322830729354,0.6886316293078756,0.05065447670454302,0.0
urban,0.7313165197032963,0.6972754190538569,0.376319147035918,0.1395165744901933,0.3
weather,0.8433261677878832,0.48509465997954015,0.13345135833474628,0.79155820259137,0.1
highway,0.5105617954093381,0.4102993788382933,0.4045686564040174,0.09686888525830173,0.8
urban,0.07569972730978747,0.38782608991693124,0.4017688297313017,0.2705322085638686,1.0
weather,0.20795635928938994,0.04198542890958823,0.191704035965815,0.1817232932281565,1.0
highway,0.9680658120507589,0.03328236395711143,0.6483180074520956,0.014821084514973416,0.2
urban,0.5133682102249155,0.9892177539577501,0.11577421798252441,0.28276378190307155,0.3
weather,0.3211621526359535,0.22011132590475313,0.14020821371446474,0.3725332737595508,0.9
highway,0.7066342634675964,0.18724019998400848,0.3694819340313803,0.00906385579217892,0.8
urban,0.7087656552291542,0.008363681876857099,0.10883369979026802,0.19850528651995694,0.0
weather,0.37324115637923383,0.631988680396189,0.03814864090922346,0.1036785807342765,1.0
highway,0.06646332577627212,0.3832575247662923,0.583713587731364,0.15639199543159185,0.0
urban,0.3502029910907303,0.6774734148234729,0.37925094045819535,0.004388477663302714,0.7
weather,0.6204737850519706,0.7422531871990872,0.06795240242029413,0.19497519990028922,1.0
highway,0.3907551523296371,0.07933943684484246,0.25823101966616,0.12108235150151746,0.0
urban,0.6541327370278737,0.88912792394001,0.28940337725597026,0.18971739729851622,0.3
weather,0.30690451319457,0.4149712154000782,0.2851110704867324,0.38621199281703067,1.0
highway,0.31382680822441555,0.12075031399641672,0.21491263703639585,0.08497016857361739,1.0
urban,0.7243444063295397,0.745753379076126,0.27896372257535035,0.17540042704974743,0.3
weather,0.38279876443638783,0.8218309465853593,0.26380430745630806,0.7962414505413685,1.0
highway,0.5493426449027576,0.26662569963955124,0.6367617170443272,0.14964656626637918,0.0
urban,0.3245118001753421,0.26951186229227264,0.09546329253582175,0.20839228766811832,0.0
weather,0.6547090753562991,0.823767395799123,0.025256117170956528,0.7767904834072271,0.9
highway,0.7780252431446532,0.38042566546539086,0.18772240569225207,0.017676989396903743,0.0
urban,0.7478385744120718,0.150608103218274,0.1086154432265054,0.1391970394393275,0.3
weather,0.03367640387446402,0.8791857726012476,0.0973586732874122,0.557337169573008,1.0
highway,0.8581203942511035,0.3918861945086246,0.4289849318408905,0.040213030409989026,1.0
urban,0.3252906183617478,0.9009608956904679,0.4980788367493894,0.24762469923718441,0.3
weather,0.7480047363714034,0.812713619893062,0.28273514231221647,0.9672635875263655,0.9
highway,0.9988926120332906,0.16331962471295547,0.7481839120488464,0.16133301060536331,0.2
urban,0.005718581360789288,0.4658257532231247,0.2855811493111805,0.09120908173439989,0.0
weather,0.13008066982894695,0.022425889162055124,0.14417073085659446,0.7837382510752364,0.9
highway,0.013698550408914545,0.04011112322785704,0.31219636821760366,0.0031485825991353967,0.8
urban,0.7643533864364274,0.6237430848640091,0.38115131225048,0.011681405006299684,0.7
weather,0.5116357178950771,0.005346160854364457,0.37536549754325765,0.4148151193889472,0.0
highway,0.5869365065589071,0.29047518994408966,0.9906791570657658,0.1513460334137136,0.8
urban,0.6761253975882903,0.1384354933293943,0.2894200840177963,0.17084534525167613,0.7
weather,0.9281820981139515,0.9291395200154627,0.13676211124219614,0.527677466221695,0.9
highway,0.46928522732579037,0.22152968116521055,0.4941476706378827,0.17220905990066238,0.2
urban,0.7151001612837,0.5931582190394682,0.026673998494448847,0.13642930276579832,0.3
weather,0.3624313226158291,0.863641421296616,0.04402531368044609,0.9250471753430145,1.0
highway,0.5003594462155606,0.3454419882754114,0.6971358058918092,0.1297277913537631,0.2
urban,0.5546877097800863,0.7477943497593724,0.40512929334976566,0.12414823959623875,1.0
weather,0.7051391455705633,0.4551719917336564,0.2671042366412612,0.8373670797701507,0.1
highway,0.060604907714909784,0.34269767172300286,0.02496622212005717,0.034286835342108544,0.8
urban,0.8381549749886426,0.8028109348245005,0.48046007346441233,0.16078052365563547,1.0
weather,0.9535350978515088,0.8816156398779976,0.2337999182123161,0.8337919509188273,0.1
highway,0.9213075122129755,0.2915954021385488,0.5928401805081102,0.07098493217540201,0.2
urban,0.7026402058582288,0.06652760821085524,0.11539732696326588,0.27470166967849496,1.0
weather,0.8809730056396574,0.8829148165187222,0.26361816405289296,0.211231831472931,0.0
highway,0.9761869749880837,0.34172688870375445,0.37544110966791266,0.1600146864153736,1.0
urban,0.8026403123529297,0.9972378999036027,0.015013002664696407,0.26920975973727956,0.7
weather,0.6030395550532833,0.6189915646985882,0.3763093198758004,0.775911532807306,0.1
highway,0.3352790500782957,0.033508268875604985,0.9753431334790705,0.16339478145436737,1.0
urban,0.8918931032565626,0.306051463522788,0.2759385682105928,0.2368228265740757,0.7
weather,0.21079310155002862,0.22936577703767236,0.18764288441903149,0.2685621674536426,0.1
highway,0.07482120519497304,0.21922835762528908,0.5298812610885262,0.1970607664574571,0.0
urban,0.967761465269562,0.43974048650790853,0.1391842408313283,0.239487959162756,0.3
weather,0.6305809415830923,0.2197067903914004,0.008208325891730085,0.8266183455024887,1.0
highway,0.3553197484738877,0.3369971040728652,0.06256484221945158,0.04210138793306859,0.2
urban,0.8982380639532351,0.776803332139888,0.03823997774965654,0.2960187304502546,1.0
weather,0.0827368356181899,0.48453799508001083,0.12096780451141456,0.5634083644838541,1.0
highway,0.15598086369893316,0.23924805812798094,0.7805560268872138,0.060724787628768054,1.0
urban,0.6239984855289824,0.27364041786077165,0.24391715927200625,0.024681697283118562,0.7
weather,0.984234499234434,0.39570796357379256,0.2860745819120965,0.28191904290472913,0.1
highway,0.458431424131438,0.36250303814955936,0.574287575090211,0.13344246743883623,1.0
urban,0.6642017130717857,0.19924595440831405,0.022480720795775566,0.03790694439435318,0.0
weather,0.9894511309650564,0.8895193110437631,0.14858690504975072,0.19516651721865041,0.1
highway,0.47086735622317677,0.328027510987852,0.559578854465342,0.13740783011649613,1.0
urban,0.36140377906718635,0.8597946748116456,0.20340240047586178,0.09846993170350182,1.0
weather,0.4161453676406067,0.5138507345765979,0.36131920575028426,0.8898837264734866,0.0
highway,0.17549162738135737,0.2838636589655273,0.5793144666619379,0.09792489241004897,0.8
urban,0.4027758332328999,0.9702353444148768,0.4661613791144388,0.22248078583553565,0.7
weather,0.14122354337314946,0.5708774168394762,0.07410814215332949,0.2786430631150364,1.0
highway,0.49076500671236045,0.2032783919040521,0.9031907788344291,0.1207701965080556,0.2
urban,0.9699265253451909,0.5712604699370973,0.0715005613328632,0.11236447301387438,0.7
weather,0.938894960041275,0.8939852050469608,0.13499213026995927,0.7294637698316637,0.0
highway,0.7959263871435024,0.08756157006517662,0.6727646144124667,0.044100852687129426,0.2
urban,0.5200740611111504,0.5219530034785639,0.29446653747278206,0.22550285160687578,0.0
weather,0.8706690341255177,0.7925948132091347,0.2509315740362712,0.7502657639388423,0.1
highway,0.26537011160197543,0.27716873717017243,0.19950531492960843,0.05878982020337951,1.0
urban,0.9207396503426354,0.04005911905069448,0.14573045674689694,0.06226228086171104,0.3
weather,0.7858126454683731,0.5899478828018088,0.002574084598718285,0.772516286079404,0.0
highway,0.1544922040049258,0.2436326770500254,0.4299852141210597,0.11938213810933124,0.8
urban,0.9351720867264933,0.3758050158460863,0.3540609174503127,0.1427063454032876,0.7
weather,0.030463686308960125,0.20444837246427305,0.13616462244570388,0.5105807574595599,1.0
highway,0.6700325378075668,0.23416509296690674,0.7735527418648872,0.024680163041119287,1.0
urban,0.03491155265622381,0.5511599619163721,0.21908930662417225,0.2517541184940896,0.0
weather,0.7960074024272833,0.7537340704280046,0.08620030354702042,0.33600705899010874,1.0
highway,0.724598286847629,0.05579649997862374,0.6083195000077717,0.05620995003337784,0.2
urban,0.695624652354058,0.6107707306850386,0.09992063564096976,0.016657509842745166,0.7
weather,0.1254862967991507,0.7727714196650791,0.09477332996265947,0.6773931298888728,0.0
highway,0.83506594545502,0.4636775902931486,0.36588580955688044,0.06360991451018375,0.0
urban,0.8268585609727531,0.5247356376614322,0.38762202591747463,0.07032768000345441,0.7
weather,0.292516425476252,0.3322055709473216,0.11751036246975631,0.041499167183079444,0.9
highway,0.2654964074290723,0.3057318056128304,0.6784999682926378,0.0635099400515177,0.2
urban,0.6196159269449223,0.5996275684599214,0.2531651546771339,0.10512397500305921,0.0
weather,0.28161604210563174,0.9633603204460379,0.004113798374276812,0.7160499732421445,0.0
highway,0.34688597636438556,0.21782239522825492,0.7944808178535061,0.05562583109732249,0.2
urban,0.07893940294655555,0.44279813654373745,0.13052426311742404,0.10301601065329326,1.0
weather,0.5410028989276625,0.984845743967094,0.375598568834391,0.45281371421091676,0.1
highway,0.06180846068922263,0.04618026405568926,0.16279098920622936,0.11904256682537495,1.0
urban,0.3414252696042983,0.4487788039946148,0.45661634021072817,0.05681802536545383,1.0
weather,0.4709602524347335,0.6619136326370115,0.3004708547816171,0.753868082709913,0.1
highway,0.1771925010111911,0.14713336831855717,0.1147969272512801,0.18830658205688822,0.0
urban,0.006877962219649314,0.21244727719547296,0.33176179695672614,0.12335924666476374,0.3
weather,0.8561324990137434,0.3567687116232726,0.3029857781802871,0.29507234926430936,1.0
highway,0.6910558127392618,0.13581659063718482,0.19060983307444979,0.03692649146947385,0.2
urban,0.6037969919290961,0.863135537735739,0.41124732464511354,0.05200291589258425,0.0
weather,0.5314549141893053,0.2879453426759925,0.19712783381312984,0.29994206977702265,1.0
highway,0.7338831308025413,0.3161190754339305,0.5836050370080997,0.07802404693766785,0.2
urban,0.9024130332861034,0.34395768655768555,0.3665000536113116,0.19759840648193008,0.3
weather,0.10585323587790885,0.8730193940297161,0.2092572082788661,0.6996899090587084,1.0
highway,0.3995187845869348,0.16339735292888868,0.010811083635196339,0.16531021483829286,0.0
urban,0.7799883269105443,0.09873720688266585,0.037830551952055425,0.10846241962621157,0.7
weather,0.9805682270607236,0.21469588746335544,0.02689367203622446,0.5948473795019096,0.0
highway,0.6997052060994762,0.30847201369225097,0.8634657303414633,0.044612412308551376,0.8
urban,0.17252387694636206,0.5679742973160805,0.1481788067566442,0.2814947185953948,0.3
weather,0.42354791599189634,0.7935706545388016,0.012711393742929778,0.7820507692637583,1.0
highway,0.3475187953137546,0.02517476348467662,0.05276525785960262,0.13840225118933094,0.8
urban,0.21825987269372948,0.9894317657796315,0.2872183779361029,0.04136558080680312,0.3
weather,0.35920874698269034,0.823552226611819,0.32827846430671176,0.4773503981224013,0.0
highway,0.7939293858599648,0.07915195005280717,0.051785888732816865,0.1114621150628617,0.0
urban,0.08468834187530683,0.4666931208844084,0.24106604945992094,0.2522726131208721,0.3
weather,0.18267238423966814,0.1395988673598001,0.23058897502310158,0.7618836118624439,0.0
highway,0.4591240232866809,0.15164294542464146,0.9325548784193121,0.023728753148316063,0.2
urban,0.07656825843353898,0.4207612017659258,0.30084108200914805,0.2811326834759031,0.3
weather,0.4077481050027323,0.16121881197512256,0.2625638414002628,0.9711509073682858,0.0
highway,0.9281018355097865,0.4224311637448164,0.22398254586508115,0.04782850908690464,0.8
urban,0.6127958355365104,0.9384821582141546,0.33088886623581926,0.023040914494326457,0.7
weather,0.23148009591298824,0.6813530132413488,0.37607327650083305,0.04678584497176852,1.0
highway,0.6118310201032214,0.18672897256635262,0.25533637376324414,0.021174863642625864,1.0
urban,0.7500284121421912,0.531661023764483,0.26889146737068825,0.08342985451990693,0.7
weather,0.3952593154311578,0.18177886721736192,0.06272508212672227,0.8273021497372459,0.1
highway,0.15628370954977622,0.11004433843569328,0.5182761764476463,0.14202295326745587,0.8
urban,0.23138063637684803,0.5024272871663764,0.3657431798515579,0.2874354026758301,0.0
weather,0.8364984906180335,0.05021443169045525,0.18584526752358835,0.37961676445167025,0.0
highway,0.6298206544347077,0.2016053165919114,0.7523978823037879,0.10625880367018639,0.0
urban,0.7809638636444353,0.39822779395801167,0.2219519161599558,0.26807837593503947,0.7
weather,0.832929715574228,0.5402965317903072,0.33786636363608974,0.4313017063410146,1.0
highway,0.7681281783808822,0.2502386579333591,0.43377056601801756,0.049900615936548355,0.2
urban,0.5140954425512597,0.308468281489484,0.28652110030950784,0.0975633588828634,0.7
weather,0.559405425727357,0.828488133895241,0.285138398344382,0.6966951114367486,0.9
highway,0.39515529747230504,0.364185427169823,0.345806098410425,0.13421863141719523,0.2
urban,0.4405735280123073,0.1324046134964546,0.1911261259887292,0.18580303624107342,0.0
weather,0.9903323037936483,0.025769598764351143,0.2414115226004484,0.6595059816513271,0.0
highway,0.43098390192082203,0.15224626637447541,0.19809551672028958,0.013138423297931846,0.0
urban,0.22267607912308496,0.3072164170212709,0.2732292708640622,0.12515802556937294,1.0
weather,0.1305012641171842,0.5654199676077424,0.17690091060782365,0.7972110725787628,0.1
highway,0.08412766225938284,0.19655195377970053,0.10024556372287663,0.0033184961265195767,0.2
urban,0.15962490143216723,0.3356232729779117,0.03840372053464064,0.07049828326040748,0.0
weather,0.8349472056944037,0.9746905960485515,0.054183814717876325,0.23147521376529812,1.0
highway,0.27771908735084383,0.017965091092986496,0.9269163463311081,0.042739628314065685,1.0
urban,0.5739498660690104,0.392895108893179,0.014326213788827258,0.17497571769376702,0.3
weather,0.7816154791963991,0.31370651205206523,0.09914934349136946,0.697716307553293,1.0
highway,0.3976844144330547,0.48690020667857475,0.5441986625037022,0.05504783620740166,0.8
urban,0.5660716464481651,0.7514529444593436,0.06598265981198087,0.15395492512703363,0.7
weather,0.05057310382422886,0.4261212379522308,0.332945415864398,0.8056488053633419,0.0
highway,0.31755457986950175,0.12969420037159812,0.0875912974059464,0.01798324897194046,1.0
urban,0.45005863942622526,0.33745427896422897,0.43534422772871967,0.02505747440400563,1.0
weather,0.33199829423776517,0.6627962742097216,0.34825355259339624,0.7590869325556384,0.0
highway,0.33440117898874866,0.1972861576594619,0.5299405869302329,0.03227347167767663,0.2
urban,0.20858836774105072,0.29639200687528344,0.45540133548490663,0.16422445211391776,0.0
weather,0.2681743677449133,0.3610747263410372,0.16338223256339304,0.6796972168333453,0.0
highway,0.8273565548261456,0.29241931584444103,0.3375324658838189,0.1605702417991092,0.8
urban,0.6415044812562517,0.25982813794029946,0.4430430544067582,0.26870698327998493,1.0
weather,0.12211151592428793,0.11113714733201241,0.25924201381364936,0.875118044558047,0.9
highway,0.8260646845482855,0.3365460654556085,0.8243504472493495,0.07939843244149483,1.0
urban,0.6563858593847672,0.5351523336803503,0.04101184260573543,0.010481773921796533,1.0
weather,0.08122963480667267,0.9925817954877634,0.06248060317223972,0.988420993963481,0.9
highway,0.16906177843971626,0.17590250320517625,0.7616758762136626,0.10141648481205334,0.8
urban,0.28943952161948794,0.46768121248487704,0.30969498468325096,0.12335714276084732,0.3
weather,0.618772077041005,0.6653652084189043,0.20028437033466853,0.6448612228149799,0.9
highway,0.9344330387534414,0.34454382687411483,0.8232732126800302,0.11123813852600234,1.0
urban,0.6031921656146675,0.5236005471526117,0.1267920584981846,0.14128501763175436,0.7
weather,0.9919627472386433,0.2940674621767778,0.08412742251431747,0.7653633638580407,0.1
highway,0.6024698307034551,0.25581929125950703,0.06100714300539489,0.057566259770321176,0.2
urban,0.6738388982700046,0.8468872244289528,0.162164688675759,0.20294512485618132,0.0
weather,0.9439282834764579,0.7658290392349099,0.0021619694690679482,0.0013462709565636999,1.0
highway,0.27592269438054684,0.384290665456601,0.2262724300031862,0.13847086123088284,1.0
urban,0.3238195749024314,0.6611406784286965,0.32611767656622037,0.07532403109955033,0.3
weather,0.13097374299417408,0.6059969672710255,0.33977856249029426,0.04499682123542437,0.0
highway,0.9969092185893553,0.09172620057511466,0.5941418627564575,0.08227491428251787,0.0
urban,0.46533693393948605,0.013682414760681105,0.04079936000241918,0.0775774773404352,1.0
weather,0.48271347307693446,0.7774554671823856,0.26913885339541793,0.7242545274991332,0.1
highway,0.2959320294366161,0.33191223742636256,0.9653027236303998,0.01008335472044184,1.0
urban,0.5920168427890629,0.16590102437078624,0.012342078612292307,0.10882608011974561,0.3
weather,0.08987685173616067,0.6009120056590861,0.13638342857422334,0.9172680665776807,1.0
highway,0.1506874870008338,0.4257971596521095,0.991453567842792,0.1453677662096475,0.8
urban,0.69783278550517,0.9002641112020704,0.39609559740083805,0.20290832036181722,1.0
weather,0.6144857775116312,0.5811954237209566,0.10145422220561531,0.7563342695828866,1.0
highway,0.217891379626744,0.3309172925569991,0.633711599765529,0.11869227654094477,0.8
urban,0.042469909256533156,0.6846261942649663,0.4513527552226781,0.25117890214155264,0.0
weather,0.3427309254279072,0.13457626710410775,0.03776755906419238,0.8315183331122236,0.9
highway,0.49897111691376594,0.15913102069286295,0.894265118256414,0.12898058105847118,1.0
urban,0.7798208840100681,0.1182186222910886,1.5359422691207936e-05,0.2136411137641815,0.0
weather,0.554356681216369,0.14821746209932463,0.03683950167983592,0.81527633109056,0.0
highway,0.9576316462725879,0.2828724753066446,0.5144613277398942,0.01701127709784822,0.0
urban,0.3840426383911004,0.6662678614790385,0.49441776569458223,0.06771831715173822,1.0
weather,0.0949652752283765,0.31491844458889573,0.038657933715100914,0.17689695082398393,0.9
highway,0.9767943728275862,0.20236253191482934,0.08764983619465327,0.013162352138115297,1.0
urban,0.5827144493446815,0.8124738210441717,0.16347051216833763,0.09172318723418733,0.0
weather,0.48903577530762,0.8595563969179368,0.23692054842483828,0.6946537728101754,0.0
highway,0.6323962564655086,0.06416293109438226,0.5784925082293301,0.1386844256112618,0.0
urban,0.256743496309758,0.8040956696335928,0.21296885423346973,0.29840524955894615,0.7
weather,0.6191727353658367,0.18663993979768256,0.010275857947763268,0.28454138567693377,1.0
highway,0.4920544893824006,0.3982542598618542,0.232541331620855,0.04520663935773042,1.0
urban,0.9634799474743275,0.10804455937640711,0.23924553505359458,0.17566911863799056,1.0
weather,0.7715120619984877,0.6519008655624606,0.33296687336410113,0.9754730283140218,0.9
highway,0.5443448876343211,0.11687039601837212,0.6377741418455916,0.1640135004111299,0.2
urban,0.5232130549708749,0.27178651608012916,0.19958339725550978,0.17957853222140124,0.0
weather,0.6136379029893838,0.8979352934437369,0.32396976812115974,0.5831302190995835,0.1
highway,0.8936352533461337,0.0373192155397144,0.9077354331775127,0.19931313125779648,1.0
urban,0.7017382738772572,0.556464637348822,0.1793107909767957,0.2734017570235892,0.3
weather,0.7323884465975549,0.9241077159112795,0.39007199039020335,0.8332043565966744,0.1
highway,0.33135221873631704,0.3378314511035365,0.39593722619594984,0.15125075828448686,0.2
urban,0.3072389618477205,0.37002452414281595,0.27523588855147024,0.2370044524679646,0.3
weather,0.5845431132594582,0.9693218122841789,0.15113568549087467,0.06203676362878152,0.9
highway,0.07672282685288523,0.08302626074076819,0.06110466761963229,0.09986058920286506,0.8
urban,0.4517394759814438,0.35472855673021264,0.20035208341723332,0.03454385351856034,1.0
weather,0.9858053208502058,0.0001865281706631139,0.24559178250935754,0.6164281773718701,0.1
highway,0.648233468807846,0.030723145065393753,0.8137233437222274,0.18810079057588053,0.2
urban,0.13535543497328406,0.19763922059113015,0.0902591141962118,0.07874117553637935,1.0
weather,0.5817366474211867,0.40146177908904324,0.13523376374650456,0.1268240225504188,0.0
highway,0.6756213095982433,0.01904315029965964,0.6199685648741642,0.13963968613529995,1.0
urban,0.5523661378172343,0.5952297327194016,0.43595653064025275,0.17309448372530456,0.0
weather,0.25426123144486457,0.2954679246267593,0.21198813640856826,0.6783918855030131,1.0
highway,0.9080185454216624,0.19815631274911027,0.29632580189980007,0.02869389140360401,0.8
urban,0.869937832897689,0.3715465113198744,0.3072000037156619,0.15709902481638321,0.3
weather,0.7551336174451959,0.5866239182836627,0.33137546837559634,0.08018675681211329,0.9
highway,0.7914097505069756,0.45789411972706356,0.35979409354529945,0.061394456441803635,0.8
urban,0.9408801695592043,0.12434584143087035,0.43756680931057607,0.2912820748813856,0.0
weather,0.39413604678262815,0.6033341962120348,0.320673717276522,0.4695186653456337,0.1
highway,0.5806452259096341,0.46796862412427975,0.6722506872941947,0.0962555902438474,0.0
urban,0.7859252762089134,0.617931559846298,0.17092364274904603,0.2621624866563055,1.0
weather,0.8143867792687614,0.2803347525514125,0.052871863101548705,0.4398556397138349,1.0
highway,0.024110193408666825,0.05822946524085626,0.12709624021843924,0.03785672918320189,0.2
urban,0.3832153659472517,0.21633277763082703,0.2212886729664077,0.01450881331463426,0.3
weather,0.4411505522306324,0.199411597758535,0.10578872666687632,0.5035469815118861,1.0
highway,0.5546870247883672,0.4129661542750081,0.6314587925830206,0.15688109464255948,0.0
urban,0.014567154751278899,0.24739974705834578,0.43314621799109065,0.04938852847760062,1.0
weather,0.22048763941474925,0.6256507894272765,0.22864305979317756,0.18483839794702495,1.0
highway,0.8248537674871036,0.39387109415118493,0.2833640688911182,0.16744744364436362,0.8
urban,0.6665219766930349,0.08010572660960225,0.2209168524009773,0.04901002751952605,0.7
weather,0.7422935381702628,0.244161608716153,0.23920364693149987,0.38510260282302966,0.1
highway,0.5117074471147008,0.2416471424831626,0.38278410040304056,0.1678293216141505,1.0
urban,0.474434893620735,0.007334150836180275,0.012904696431590867,0.1659871918869,1.0
weather,0.566018424887821,0.878033512844457,0.2231494702640293,0.9597910204048502,0.0
highway,0.9175430096537447,0.38890562222922537,0.8223391114568475,0.18055275759290176,0.0
urban,0.645572181427428,0.0455851579486688,0.47298544492279965,0.2526496129951143,1.0
weather,0.4515655866055751,0.9369278637311389,0.3936126057116521,0.7964843893295808,0.1
highway,0.5185616886657339,0.12292372124670015,0.35813971652914445,0.1979010666768645,0.8
urban,0.728786222256576,0.046972991098139794,0.46402587511442406,0.02734219183340326,1.0
weather,0.07675806188873802,0.004187443627957865,0.268173733518767,0.6418195168014353,0.9
highway,0.7659715748551791,0.20683933949263017,0.6529729219079393,0.11592381944562734,1.0
urban,0.17708225539728983,0.09842418910136874,0.4783602169446749,0.17980791751264968,1.0
weather,0.9631590270650665,0.11475359941383545,0.1961634076742053,0.16950409186605864,1.0
highway,0.1790316374415838,0.3987570226482429,0.6775458051837758,0.10938577519709539,0.2
urban,0.33198647143270277,0.7816325580532472,0.21852576092109383,0.1883236244692009,0.7
weather,0.7824258122127878,0.9925146201619713,0.09626820590286123,0.8743073341370806,0.1
highway,0.730243334357868,0.24493523835887226,0.6307174444919292,0.14793657955262163,0.2
urban,0.18089190137889832,0.799157971104782,0.16709635708655496,0.2192611037328481,1.0
weather,0.7315621195611339,0.3721202152416987,0.20875373126317728,0.0679732998194037,0.1
highway,0.05961732534465902,0.3460252765198724,0.13998737672176287,0.0831637136036822,1.0
urban,0.6757612928952238,0.618610289093939,0.28427612780230604,0.017753121559062546,1.0
weather,0.6754560453364256,0.3960009663856152,0.053203919562931516,0.15873676337430953,0.9
highway,0.5717893159359805,0.21702608804047835,0.12757017457137088,0.08181702972697524,0.2
urban,0.35543933736406175,0.6692190299248667,0.24190126993032363,0.12551686001350004,0.3
weather,0.9386648132933723,0.34985438418085446,0.09752077508407182,0.6559033130983996,0.9
highway,0.5534717762098499,0.28514346936569523,0.2101071929123518,0.14845427845045736,1.0
urban,0.2545405429216612,0.4730275033430207,0.021657636627155974,0.20980183987579293,0.7
weather,0.6949531193430477,0.5673909441560734,0.3184974437825549,0.7350251861898234,1.0
highway,0.1305045596374398,0.22026957993649737,0.31730547742048654,0.18239191683992664,1.0
urban,0.5992992870063887,0.5137078552153048,0.14409226297976474,0.0019393073369131653,0.3
weather,0.9080150893749742,0.24257826607382516,0.03652352101786809,0.3186896039905236,0.1
highway,0.9414742375060654,0.08720463355574976,0.47164949075059537,0.018284398363427636,0.2
urban,0.7144141014704978,0.3616470948410445,0.06268767461693664,0.07608383125791247,0.0
weather,0.19629430231106704,0.022564511705347234,0.3446659538796404,0.5771170823879065,0.0
highway,0.31607768384326407,0.31348421726435827,0.8083948823040229,0.12232928387799849,0.2
